,Unnamed: 0,InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
7273,,58899,2015-12-10 02:47:12,Germany,2208,GER1,Male,9.0,42,8.5,189,0.0,2015,12,189.0
7274,,58899,2015-12-10 02:47:12,Germany,2189,GER2,Male,9.5,42-43,9.0,179,0.0,2015,12,179.0
7275,,58900,2015-12-10 02:47:12,Canada,2210,CAN6,Male,10.5,43-44,10.0,159,0.2,2015,12,127.2
7276,,58901,2015-12-10 04:28:00,United States,2213,US13,Male,9.5,42-43,9.0,139,0.0,2015,12,139.0
7277,,58902,2015-12-10 09:16:00,Germany,2176,GER2,Male,9.5,42-43,9.0,139,0.2,2015,12,111.2
7278,,58903,2015-12-10 09:44:48,United States,2173,US15,Male,10.5,43-44,10.0,149,0.0,2015,12,149.0
7279,,58904,2015-12-10 09:44:48,Germany,2224,GER3,Male,9.0,42,8.5,179,0.0,2015,12,179.0
7280,,58905,2015-12-10 15:30:24,Canada,2233,CAN1,Female,9.0,39-40,7.0,129,0.0,2015,12,129.0
7281,,58906,2015-12-10 16:56:48,United States,2149,US13,Male,10.5,43-44,10.0,139,0.3,2015,12,97.3
7282,,58907,2015-12-10 17:25:36,Germany,2178,GER2,Male,10.0,43,9.5,179,0.0,2015,12,179.0
7283,,58908,2015-12-10 17:54:24,Canada,2165,CAN6,Female,8.0,38-39,6.0,139,0.0,2015,12,139.0
7284,,58909,2015-12-10 21:16:00,United States,2204,US6,Male,10.5,43-44,10.0,149,0.1,2015,12,134.1
7285,,58910,2015-12-10 22:13:36,Germany,2149,GER2,Female,8.5,39,6.5,139,0.1,2015,12,125.10000000000001
7286,,58911,2015-12-10 22:13:36,Canada,2168,CAN6,Male,10.0,43,9.5,189,0.1,2015,12,170.1
7287,,58912,2015-12-10 22:56:48,United States,2202,US15,Female,8.0,38-39,6.0,199,0.0,2015,12,199.0
7288,,58913,2015-12-11 02:47:12,United States,2209,US1,Female,8.0,38-39,6.0,199,0.3,2015,12,139.29999999999998
7289,,58914,2015-12-11 02:47:12,Canada,2218,CAN2,Male,10.5,43-44,10.0,179,0.0,2015,12,179.0
7290,,58915,2015-12-11 03:44:48,United States,2185,US13,Female,8.5,39,6.5,179,0.1,2015,12,161.1
7291,,58916,2015-12-11 05:25:36,United Kingdom,2231,UK3,Female,8.5,39,6.5,179,0.0,2015,12,179.0
7292,,58917,2015-12-11 11:40:00,Canada,2207,CAN6,Female,6.5,37,4.5,199,0.0,2015,12,199.0
7293,,58918,2015-12-11 15:59:12,Germany,2171,GER2,Female,9.0,39-40,7.0,129,0.0,2015,12,129.0
7294,,58919,2015-12-11 16:56:48,United States,2232,US15,Female,9.0,39-40,7.0,179,0.0,2015,12,179.0
7295,,58920,2015-12-11 17:40:00,United Kingdom,2232,UK5,Female,7.0,37-38,5.0,169,0.0,2015,12,169.0
7296,,58921,2015-12-11 18:37:36,Germany,2159,GER1,Female,9.0,39-40,7.0,189,0.0,2015,12,189.0
7297,,58922,2015-12-11 19:35:12,Germany,2176,GER2,Male,9.5,42-43,9.0,139,0.2,2015,12,111.2
7298,,58923,2015-12-11 21:16:00,United States,2191,US8,Male,11.0,44,10.5,179,0.5,2015,12,89.5
7299,,58924,2015-12-12 00:23:12,United Kingdom,2218,UK4,Male,6.0,39,5.5,159,0.5,2015,12,79.5
7300,,58925,2015-12-12 00:37:36,United States,2147,US15,Male,9.5,42-43,9.0,129,0.0,2015,12,129.0
7301,,58926,2015-12-12 02:18:24,Canada,2236,CAN6,Male,8.5,41-42,8.0,189,0.0,2015,12,189.0
7302,,58927,2015-12-12 02:47:12,Germany,2204,GER1,Male,9.5,42-43,9.0,139,0.0,2015,12,139.0
7303,,58927,2015-12-12 02:47:12,Germany,2208,GER1,Male,9.0,42,8.5,189,0.0,2015,12,189.0
7304,,58928,2015-12-12 05:25:36,United States,2203,US12,Male,7.5,40-41,7.0,129,0.0,2015,12,129.0
7305,,58929,2015-12-12 06:52:00,United States,2191,US6,Male,9.0,42,8.5,129,0.0,2015,12,129.0
7306,,58930,2015-12-12 11:25:36,United Kingdom,2165,UK3,Male,10.0,43,9.5,189,0.2,2015,12,151.20000000000002
7307,,58931,2015-12-12 11:25:36,Canada,2220,CAN2,Female,8.0,38-39,6.0,199,0.1,2015,12,179.1
7308,,58932,2015-12-12 14:32:48,United States,2161,US8,Male,9.5,42-43,9.0,169,0.0,2015,12,169.0
7309,,58933,2015-12-12 15:30:24,Canada,2174,CAN2,Female,11.0,41-42,9.0,179,0.0,2015,12,179.0
7310,,58934,2015-12-12 15:30:24,United Kingdom,2177,UK3,Male,10.0,43,9.5,149,0.5,2015,12,74.5
7311,,58935,2015-12-12 17:54:24,Canada,2212,CAN1,Female,8.0,38-39,6.0,129,0.5,2015,12,64.5
7312,,58936,2015-12-12 21:16:00,United States,2205,US10,Male,9.0,42,8.5,169,0.0,2015,12,169.0
7313,,58937,2015-12-12 21:44:48,Germany,2204,GER2,Male,10.0,43,9.5,199,0.0,2015,12,199.0
7314,,58938,2015-12-12 22:42:24,United States,2204,US6,Male,10.5,43-44,10.0,149,0.1,2015,12,134.1
7315,,58939,2015-12-12 23:11:12,Germany,2161,GER1,Male,9.0,42,8.5,179,0.0,2015,12,179.0
7316,,58940,2015-12-12 23:11:12,United Kingdom,2188,UK3,Female,7.5,38,5.5,199,0.0,2015,12,199.0
7317,,58941,2015-12-13 02:04:00,United States,2182,US7,Male,10.5,43-44,10.0,199,0.0,2015,12,199.0
7318,,58942,2015-12-13 06:52:00,Germany,2151,GER2,Female,10.0,40-41,8.0,139,0.0,2015,12,139.0
7319,,58943,2015-12-13 10:28:00,Germany,2163,GER3,Male,9.5,42-43,9.0,179,0.0,2015,12,179.0
7320,,58944,2015-12-13 11:25:36,Canada,2199,CAN5,Male,15.0,48,14.5,149,0.0,2015,12,149.0
7321,,58945,2015-12-13 11:54:24,Germany,2238,GER3,Female,8.5,39,6.5,149,0.0,2015,12,149.0
7322,,58946,2015-12-13 14:04:00,Germany,2211,GER1,Female,7.5,38,5.5,169,0.0,2015,12,169.0
7323,,58947,2015-12-13 14:32:48,United States,2177,US9,Male,11.0,44,10.5,189,0.3,2015,12,132.29999999999998
7324,,58948,2015-12-13 15:30:24,United States,2236,US14,Male,11.5,44-45,11.0,169,0.0,2015,12,169.0
7325,,58949,2015-12-13 22:42:24,United States,2191,US8,Male,11.0,44,10.5,179,0.5,2015,12,89.5
7326,,58950,2015-12-13 23:11:12,Germany,2208,GER1,Male,11.5,44-45,11.0,199,0.0,2015,12,199.0
7327,,58951,2015-12-14 00:23:12,United Kingdom,2170,UK4,Male,8.0,41,7.5,159,0.1,2015,12,143.1
7328,,58952,2015-12-14 00:52:00,Canada,2239,CAN5,Male,8.5,41-42,8.0,179,0.1,2015,12,161.1
7329,,58953,2015-12-14 01:06:24,United States,2227,US13,Male,10.0,43,9.5,129,0.0,2015,12,129.0
7330,,58954,2015-12-14 02:04:00,United States,2161,US8,Male,9.5,42-43,9.0,169,0.0,2015,12,169.0
7331,,58955,2015-12-14 02:18:24,Canada,2228,CAN3,Female,7.5,38,5.5,189,0.1,2015,12,170.1
7332,,58956,2015-12-14 02:32:48,United States,2166,US9,Male,9.0,42,8.5,149,0.0,2015,12,149.0
7333,,58957,2015-12-14 03:16:00,Canada,2168,CAN3,Male,9.0,42,8.5,179,0.0,2015,12,179.0
7334,,58958,2015-12-14 03:44:48,United States,2233,US6,Female,8.0,38-39,6.0,139,0.1,2015,12,125.10000000000001
7335,,58959,2015-12-14 04:13:36,United States,2208,US13,Male,9.5,42-43,9.0,149,0.0,2015,12,149.0
7336,,58960,2015-12-14 04:42:24,United Kingdom,2221,UK5,Female,7.5,38,5.5,149,0.2,2015,12,119.2
7337,,58961,2015-12-14 11:11:12,Germany,2235,GER2,Female,7.0,37-38,5.0,159,0.2,2015,12,127.2
7338,,58962,2015-12-14 11:25:36,Germany,2204,GER2,Female,6.5,37,4.5,189,0.3,2015,12,132.29999999999998
7339,,58962,2015-12-14 11:25:36,Germany,2161,GER1,Male,13.0,46,12.5,159,0.1,2015,12,143.1
7340,,58963,2015-12-14 11:54:24,United States,2156,US15,Male,11.5,44-45,11.0,129,0.5,2015,12,64.5
7341,,58964,2015-12-14 15:01:36,Canada,2162,CAN6,Male,10.5,43-44,10.0,129,0.2,2015,12,103.2
7342,,58965,2015-12-14 17:11:12,United States,2188,US15,Male,10.0,43,9.5,189,0.0,2015,12,189.0
7343,,58965,2015-12-14 17:11:12,United States,2207,US15,Male,10.0,43,9.5,189,0.0,2015,12,189.0
7344,,58966,2015-12-14 22:42:24,United States,2187,US12,Female,9.0,39-40,7.0,139,0.0,2015,12,139.0
7345,,58967,2015-12-14 23:11:12,Germany,2224,GER3,Male,9.0,42,8.5,179,0.0,2015,12,179.0
7346,,58967,2015-12-14 23:11:12,Germany,2208,GER1,Male,11.5,44-45,11.0,199,0.0,2015,12,199.0
7347,,58968,2015-12-15 00:52:00,Canada,2224,CAN6,Male,10.0,43,9.5,169,0.0,2015,12,169.0
7348,,58969,2015-12-15 01:06:24,United States,2172,US13,Male,8.5,41-42,8.0,189,0.0,2015,12,189.0
7349,,58970,2015-12-15 02:32:48,United States,2171,US13,Male,12.0,45,11.5,189,0.0,2015,12,189.0
7350,,58971,2015-12-15 02:32:48,Germany,2226,GER1,Female,6.5,37,4.5,129,0.2,2015,12,103.2
7351,,58972,2015-12-15 03:16:00,Canada,2208,CAN7,Male,8.5,41-42,8.0,179,0.5,2015,12,89.5
7352,,58973,2015-12-15 03:59:12,Canada,2174,CAN2,Female,11.0,41-42,9.0,179,0.0,2015,12,179.0
7353,,58974,2015-12-15 04:13:36,United States,2222,US10,Male,9.0,42,8.5,159,0.2,2015,12,127.2
7354,,58975,2015-12-15 04:42:24,Germany,2229,GER2,Male,9.5,42-43,9.0,159,0.0,2015,12,159.0
7355,,58976,2015-12-15 05:40:00,United States,2169,US12,Female,5.5,36,3.5,139,0.2,2015,12,111.2
7356,,58977,2015-12-15 08:18:24,United States,2149,US1,Male,11.5,44-45,11.0,129,0.0,2015,12,129.0
7357,,58978,2015-12-15 09:44:48,Canada,2163,CAN2,Male,7.5,40-41,7.0,169,0.0,2015,12,169.0
7358,,58979,2015-12-15 11:11:12,Germany,2160,GER3,Female,7.0,37-38,5.0,149,0.0,2015,12,149.0
7359,,58980,2015-12-15 11:25:36,United States,2236,US14,Female,8.5,39,6.5,139,0.5,2015,12,69.5
7360,,58981,2015-12-15 13:06:24,Germany,2237,GER1,Male,10.5,43-44,10.0,149,0.5,2015,12,74.5
7361,,58982,2015-12-15 15:01:36,Canada,2204,CAN7,Male,9.0,42,8.5,189,0.0,2015,12,189.0
7362,,58983,2015-12-15 16:56:48,Canada,2239,CAN5,Male,8.5,41-42,8.0,179,0.1,2015,12,161.1
7363,,58984,2015-12-15 17:11:12,United States,2213,US15,Male,10.0,43,9.5,129,0.0,2015,12,129.0
7364,,58984,2015-12-15 17:11:12,United States,2207,US15,Male,10.0,43,9.5,189,0.0,2015,12,189.0
7365,,58985,2015-12-15 19:06:24,Germany,2209,GER2,Female,7.5,38,5.5,169,0.0,2015,12,169.0
7366,,58986,2015-12-15 20:18:24,Germany,2201,GER1,Female,8.0,38-39,6.0,199,0.2,2015,12,159.20000000000002
7367,,58987,2015-12-15 20:47:12,United Kingdom,2207,UK5,Female,8.5,39,6.5,179,0.0,2015,12,179.0
7368,,58988,2015-12-15 22:42:24,United Kingdom,2147,UK1,Male,8.5,41-42,8.0,179,0.0,2015,12,179.0
7369,,58989,2015-12-16 00:08:48,Germany,2153,GER1,Male,10.5,43-44,10.0,159,0.0,2015,12,159.0
7370,,58990,2015-12-16 02:32:48,Germany,2207,GER1,Female,6.5,37,4.5,149,0.0,2015,12,149.0
7371,,58991,2015-12-16 03:01:36,United States,2214,US15,Male,11.5,44-45,11.0,159,0.0,2015,12,159.0
7372,,58992,2015-12-16 03:16:00,Germany,2179,GER2,Female,7.0,37-38,5.0,149,0.0,2015,12,149.0
7373,,58993,2015-12-16 03:59:12,United States,2222,US5,Female,9.0,39-40,7.0,199,0.0,2015,12,199.0
7374,,58993,2015-12-16 03:59:12,United States,2236,US14,Male,11.5,44-45,11.0,169,0.0,2015,12,169.0
7375,,58994,2015-12-16 04:13:36,United States,2153,US10,Male,9.0,42,8.5,139,0.3,2015,12,97.3
7376,,58995,2015-12-16 04:42:24,United States,2195,US11,Female,8.5,39,6.5,199,0.0,2015,12,199.0
7377,,58996,2015-12-16 04:42:24,Germany,2163,GER2,Male,10.0,43,9.5,189,0.1,2015,12,170.1
7378,,58996,2015-12-16 04:42:24,Germany,2158,GER1,Male,10.0,43,9.5,149,0.0,2015,12,149.0
7379,,58997,2015-12-16 04:42:24,Germany,2161,GER1,Male,9.0,42,8.5,179,0.0,2015,12,179.0
7380,,58998,2015-12-16 05:40:00,Canada,2157,CAN2,Male,7.0,40,6.5,149,0.2,2015,12,119.2
7381,,58999,2015-12-16 08:47:12,Germany,2181,GER1,Female,11.0,41-42,9.0,139,0.0,2015,12,139.0
7382,,59000,2015-12-16 09:44:48,Canada,2212,CAN2,Female,7.5,38,5.5,149,0.0,2015,12,149.0
7383,,59001,2015-12-16 17:11:12,United States,2188,US15,Male,10.0,43,9.5,189,0.0,2015,12,189.0
7384,,59002,2015-12-16 17:11:12,United States,2226,US12,Female,8.0,38-39,6.0,179,0.0,2015,12,179.0
7385,,59003,2015-12-16 17:11:12,Germany,2226,GER2,Male,9.0,42,8.5,129,0.2,2015,12,103.2
7386,,59004,2015-12-16 19:06:24,Germany,2151,GER2,Male,9.0,42,8.5,139,0.2,2015,12,111.2
7387,,59005,2015-12-16 20:18:24,Germany,2215,GER1,Female,8.0,38-39,6.0,159,0.5,2015,12,79.5
7388,,59006,2015-12-16 20:47:12,United States,2169,US10,Male,9.5,42-43,9.0,149,0.2,2015,12,119.2
7389,,59007,2015-12-16 20:47:12,United States,2158,US12,Male,7.0,40,6.5,189,0.1,2015,12,170.1
7390,,59008,2015-12-16 22:42:24,United Kingdom,2218,UK4,Male,6.0,39,5.5,159,0.5,2015,12,79.5
7391,,59009,2015-12-17 02:32:48,Canada,2217,CAN7,Male,9.0,42,8.5,199,0.0,2015,12,199.0
7392,,59010,2015-12-17 04:42:24,United States,2221,US14,Male,9.5,42-43,9.0,189,0.1,2015,12,170.1
7393,,59010,2015-12-17 04:42:24,United States,2195,US11,Female,8.5,39,6.5,199,0.0,2015,12,199.0
7394,,59011,2015-12-17 04:42:24,Germany,2204,GER2,Male,10.0,43,9.5,199,0.0,2015,12,199.0
7395,,59011,2015-12-17 04:42:24,Germany,2163,GER2,Male,10.0,43,9.5,189,0.1,2015,12,170.1
7396,,59012,2015-12-17 08:47:12,Canada,2170,CAN1,Female,11.0,41-42,9.0,159,0.5,2015,12,79.5
7397,,59013,2015-12-17 08:47:12,United States,2214,US12,Female,8.0,38-39,6.0,189,0.2,2015,12,151.20000000000002
7398,,59014,2015-12-17 09:16:00,Germany,2149,GER3,Female,7.0,37-38,5.0,199,0.1,2015,12,179.1
7399,,59015,2015-12-17 09:16:00,Canada,2231,CAN1,Male,11.5,44-45,11.0,129,0.1,2015,12,116.10000000000001
7400,,59016,2015-12-17 09:44:48,Canada,2239,CAN5,Male,11.5,44-45,11.0,139,0.5,2015,12,69.5
7401,,59017,2015-12-17 10:56:48,Germany,2208,GER1,Male,9.5,42-43,9.0,159,0.0,2015,12,159.0
7402,,59018,2015-12-17 13:06:24,Germany,2234,GER2,Male,8.0,41,7.5,189,0.0,2015,12,189.0
7403,,59019,2015-12-17 14:04:00,Canada,2222,CAN2,Female,9.0,39-40,7.0,199,0.1,2015,12,179.1
7404,,59020,2015-12-17 14:32:48,Germany,2193,GER1,Male,9.0,42,8.5,189,0.0,2015,12,189.0
7405,,59021,2015-12-17 15:01:36,United States,2166,US15,Male,11.0,44,10.5,129,0.0,2015,12,129.0
7406,,59022,2015-12-17 16:13:36,United Kingdom,2159,UK5,Male,9.5,42-43,9.0,179,0.0,2015,12,179.0
7407,,59023,2015-12-17 17:11:12,United States,2226,US12,Female,8.0,38-39,6.0,179,0.0,2015,12,179.0
7408,,59024,2015-12-17 17:11:12,Germany,2240,GER2,Male,9.5,42-43,9.0,129,0.0,2015,12,129.0
7409,,59025,2015-12-17 18:52:00,United States,2204,US13,Male,11.0,44,10.5,129,0.0,2015,12,129.0
7410,,59026,2015-12-17 18:52:00,Canada,2200,CAN6,Male,11.0,44,10.5,129,0.0,2015,12,129.0
7411,,59027,2015-12-17 20:18:24,Germany,2224,GER2,Female,8.0,38-39,6.0,159,0.0,2015,12,159.0
7412,,59028,2015-12-17 22:42:24,United States,2149,US1,Male,11.0,44,10.5,159,0.0,2015,12,159.0
7413,,59029,2015-12-18 00:37:36,Germany,2229,GER2,Male,9.5,42-43,9.0,159,0.0,2015,12,159.0
7414,,59030,2015-12-18 03:44:48,Germany,2234,GER1,Female,8.5,39,6.5,139,0.0,2015,12,139.0
7415,,59031,2015-12-18 08:47:12,United States,2163,US14,Female,7.0,37-38,5.0,159,0.0,2015,12,159.0
7416,,59031,2015-12-18 08:47:12,United States,2239,US8,Female,8.0,38-39,6.0,189,0.5,2015,12,94.5
7417,,59031,2015-12-18 08:47:12,United States,2242,US11,Male,9.5,42-43,9.0,189,0.0,2015,12,189.0
7418,,59032,2015-12-18 09:16:00,Canada,2231,CAN1,Male,11.5,44-45,11.0,129,0.1,2015,12,116.10000000000001
7419,,59033,2015-12-18 10:56:48,Germany,2153,GER1,Male,10.5,43-44,10.0,159,0.0,2015,12,159.0
7420,,59034,2015-12-18 13:06:24,United States,2231,US7,Female,8.0,38-39,6.0,159,0.5,2015,12,79.5
7421,,59035,2015-12-18 14:04:00,Canada,2222,CAN2,Female,9.0,39-40,7.0,199,0.1,2015,12,179.1
7422,,59036,2015-12-18 14:32:48,Germany,2209,GER2,Female,7.5,38,5.5,169,0.0,2015,12,169.0
7423,,59037,2015-12-18 15:01:36,United States,2166,US15,Male,11.0,44,10.5,129,0.0,2015,12,129.0
7424,,59038,2015-12-18 16:13:36,United Kingdom,2225,UK2,Male,8.5,41-42,8.0,169,0.0,2015,12,169.0
7425,,59039,2015-12-18 17:11:12,Germany,2186,GER2,Male,10.0,43,9.5,189,0.5,2015,12,94.5
7426,,59039,2015-12-18 17:11:12,Germany,2226,GER2,Male,9.0,42,8.5,129,0.2,2015,12,103.2
7427,,59040,2015-12-18 18:52:00,Canada,2239,CAN5,Male,15.0,48,14.5,159,0.3,2015,12,111.3
7428,,59041,2015-12-18 22:42:24,United States,2182,US7,Male,10.5,43-44,10.0,199,0.0,2015,12,199.0
7429,,59042,2015-12-19 00:37:36,Germany,2158,GER1,Male,10.0,43,9.5,149,0.0,2015,12,149.0
7430,,59043,2015-12-19 07:20:48,Canada,2220,CAN6,Female,7.0,37-38,5.0,139,0.0,2015,12,139.0
7431,,59044,2015-12-19 08:32:48,Canada,2186,CAN2,Female,8.0,38-39,6.0,179,0.5,2015,12,89.5
7432,,59045,2015-12-19 09:16:00,Canada,2215,CAN7,Male,10.0,43,9.5,149,0.3,2015,12,104.3
7433,,59045,2015-12-19 09:16:00,Canada,2181,CAN1,Male,10.5,43-44,10.0,169,0.5,2015,12,84.5
7434,,59046,2015-12-19 13:06:24,Germany,2215,GER1,Male,9.5,42-43,9.0,139,0.0,2015,12,139.0
7435,,59047,2015-12-19 13:49:36,United States,2197,US9,Male,7.0,40,6.5,139,0.2,2015,12,111.2
7436,,59048,2015-12-19 14:04:00,United Kingdom,2228,UK4,Male,8.0,41,7.5,149,0.2,2015,12,119.2
7437,,59049,2015-12-19 14:32:48,Germany,2151,GER2,Male,9.0,42,8.5,139,0.2,2015,12,111.2
7438,,59050,2015-12-19 15:01:36,United States,2199,US15,Male,10.5,43-44,10.0,139,0.0,2015,12,139.0
7439,,59051,2015-12-19 15:16:00,Canada,2188,CAN2,Male,15.0,48,14.5,129,0.0,2015,12,129.0
7440,,59052,2015-12-19 18:52:00,Germany,2170,GER2,Female,7.0,37-38,5.0,139,0.0,2015,12,139.0
7441,,59053,2015-12-19 22:42:24,United States,2161,US8,Male,9.5,42-43,9.0,169,0.0,2015,12,169.0
7442,,59054,2015-12-20 02:18:24,United States,2188,US3,Female,9.5,40,7.5,159,0.0,2015,12,159.0
7443,,59055,2015-12-20 02:32:48,Canada,2198,CAN2,Male,10.0,43,9.5,139,0.0,2015,12,139.0
7444,,59056,2015-12-20 03:30:24,United States,2222,US12,Male,10.5,43-44,10.0,149,0.0,2015,12,149.0
7445,,59057,2015-12-20 04:42:24,United States,2212,US15,Male,9.0,42,8.5,129,0.0,2015,12,129.0
7446,,59058,2015-12-20 09:44:48,Canada,2197,CAN2,Female,10.0,40-41,8.0,169,0.5,2015,12,84.5
7447,,59059,2015-12-20 13:06:24,United States,2210,US15,Male,7.5,40-41,7.0,199,0.0,2015,12,199.0
7448,,59060,2015-12-20 13:06:24,Germany,2229,GER2,Male,9.5,42-43,9.0,159,0.0,2015,12,159.0
7449,,59061,2015-12-20 13:49:36,United States,2226,US14,Female,9.5,40,7.5,179,0.1,2015,12,161.1
7450,,59062,2015-12-20 15:16:00,Canada,2222,CAN1,Female,7.5,38,5.5,129,0.0,2015,12,129.0
7451,,59063,2015-12-20 18:23:12,Germany,2203,GER2,Female,8.0,38-39,6.0,129,0.5,2015,12,64.5
7452,,59064,2015-12-20 18:23:12,Canada,2174,CAN2,Male,11.5,44-45,11.0,189,0.1,2015,12,170.1
7453,,59065,2015-12-20 21:59:12,United States,2187,US12,Female,9.0,39-40,7.0,139,0.0,2015,12,139.0
7454,,59066,2015-12-20 23:54:24,United States,2189,US13,Female,8.5,39,6.5,199,0.0,2015,12,199.0
7455,,59067,2015-12-21 02:32:48,Canada,2185,CAN6,Female,6.0,36-37,4.0,169,0.0,2015,12,169.0
7456,,59068,2015-12-21 04:42:24,United States,2222,US13,Female,9.5,40,7.5,149,0.1,2015,12,134.1
7457,,59069,2015-12-21 04:42:24,Germany,2175,GER3,Female,8.5,39,6.5,159,0.0,2015,12,159.0
7458,,59070,2015-12-21 08:32:48,Germany,2152,GER2,Male,9.5,42-43,9.0,189,0.0,2015,12,189.0
7459,,59071,2015-12-21 11:11:12,Canada,2205,CAN2,Male,10.0,43,9.5,169,0.2,2015,12,135.20000000000002
7460,,59072,2015-12-21 11:40:00,United States,2239,US2,Female,8.5,39,6.5,159,0.3,2015,12,111.3
7461,,59073,2015-12-21 13:06:24,United States,2149,US1,Male,11.0,44,10.5,159,0.0,2015,12,159.0
7462,,59073,2015-12-21 13:06:24,United States,2201,US4,Male,9.5,42-43,9.0,179,0.3,2015,12,125.3
7463,,59074,2015-12-21 13:06:24,Germany,2238,GER3,Female,8.5,39,6.5,149,0.0,2015,12,149.0
7464,,59075,2015-12-21 16:13:36,Germany,2232,GER1,Female,8.0,38-39,6.0,139,0.1,2015,12,125.10000000000001
7465,,59076,2015-12-21 18:23:12,Canada,2150,CAN3,Male,8.5,41-42,8.0,169,0.0,2015,12,169.0
7466,,59077,2015-12-21 18:52:00,Germany,2179,GER1,Female,7.5,38,5.5,199,0.0,2015,12,199.0
7467,,59078,2015-12-21 18:52:00,Germany,2158,GER3,Male,10.5,43-44,10.0,159,0.1,2015,12,143.1
7468,,59079,2015-12-21 20:04:00,Germany,2154,GER2,Male,10.5,43-44,10.0,169,0.0,2015,12,169.0
7469,,59079,2015-12-21 20:04:00,Germany,2227,GER3,Male,9.5,42-43,9.0,129,0.1,2015,12,116.10000000000001
7470,,59079,2015-12-21 20:04:00,Germany,2152,GER1,Male,9.5,42-43,9.0,149,0.2,2015,12,119.2
7471,,59080,2015-12-21 20:18:24,United States,2162,US12,Female,8.0,38-39,6.0,189,0.0,2015,12,189.0
7472,,59081,2015-12-21 21:30:24,Germany,2153,GER3,Male,9.5,42-43,9.0,189,0.0,2015,12,189.0
7473,,59082,2015-12-21 23:54:24,United States,2164,US6,Female,8.5,39,6.5,199,0.0,2015,12,199.0
7474,,59083,2015-12-22 00:08:48,Canada,2211,CAN7,Female,8.5,39,6.5,149,0.0,2015,12,149.0
7475,,59084,2015-12-22 00:37:36,United States,2234,US10,Male,9.0,42,8.5,129,0.3,2015,12,90.3
7476,,59085,2015-12-22 01:06:24,United Kingdom,2165,UK4,Female,8.5,39,6.5,179,0.0,2015,12,179.0
7477,,59086,2015-12-22 01:20:48,Canada,2173,CAN2,Female,9.5,40,7.5,199,0.0,2015,12,199.0
7478,,59087,2015-12-22 02:47:12,United States,2217,US5,Female,8.0,38-39,6.0,129,0.2,2015,12,103.2
7479,,59088,2015-12-22 03:30:24,Canada,2163,CAN2,Male,7.5,40-41,7.0,169,0.0,2015,12,169.0
7480,,59089,2015-12-22 04:42:24,United States,2195,US6,Male,12.0,45,11.5,169,0.1,2015,12,152.1
7481,,59090,2015-12-22 14:47:12,Canada,2166,CAN1,Male,9.5,42-43,9.0,149,0.0,2015,12,149.0
7482,,59091,2015-12-22 16:13:36,Germany,2193,GER2,Male,9.5,42-43,9.0,139,0.0,2015,12,139.0
7483,,59092,2015-12-22 18:23:12,Germany,2184,GER2,Female,6.0,36-37,4.0,159,0.3,2015,12,111.3
7484,,59093,2015-12-22 18:52:00,Germany,2178,GER1,Male,8.0,41,7.5,159,0.0,2015,12,159.0
7485,,59094,2015-12-22 19:35:12,Germany,2236,GER2,Female,8.5,39,6.5,199,0.0,2015,12,199.0
7486,,59095,2015-12-22 20:04:00,Germany,2232,GER1,Male,9.5,42-43,9.0,159,0.0,2015,12,159.0
7487,,59095,2015-12-22 20:04:00,Germany,2151,GER2,Male,11.0,44,10.5,129,0.0,2015,12,129.0
7488,,59096,2015-12-22 20:04:00,United Kingdom,2228,UK3,Female,7.5,38,5.5,199,0.0,2015,12,199.0
7489,,59097,2015-12-22 20:18:24,Germany,2197,GER1,Male,9.5,42-43,9.0,149,0.0,2015,12,149.0
7490,,59098,2015-12-22 21:30:24,Canada,2186,CAN2,Female,8.0,38-39,6.0,179,0.5,2015,12,89.5
7491,,59099,2015-12-23 00:08:48,Canada,2236,CAN7,Female,8.5,39,6.5,129,0.0,2015,12,129.0
7492,,59100,2015-12-23 01:06:24,United States,2173,US12,Male,14.0,47,13.5,179,0.0,2015,12,179.0
7493,,59101,2015-12-23 01:20:48,Canada,2203,CAN6,Female,9.5,40,7.5,169,0.0,2015,12,169.0
7494,,59102,2015-12-23 02:04:00,United Kingdom,2193,UK4,Female,8.5,39,6.5,129,0.0,2015,12,129.0
7495,,59103,2015-12-23 11:11:12,Canada,2234,CAN1,Male,9.5,42-43,9.0,149,0.3,2015,12,104.3
7496,,59104,2015-12-23 11:40:00,United States,2214,US14,Male,12.0,45,11.5,159,0.2,2015,12,127.2
7497,,59105,2015-12-23 16:56:48,United Kingdom,2221,UK5,Male,12.0,45,11.5,199,0.2,2015,12,159.20000000000002
7498,,59106,2015-12-23 18:52:00,Germany,2193,GER1,Male,9.0,42,8.5,189,0.0,2015,12,189.0
7499,,59107,2015-12-23 19:35:12,United States,2213,US13,Male,9.5,42-43,9.0,139,0.0,2015,12,139.0
7500,,59108,2015-12-23 20:04:00,Germany,2237,GER1,Male,10.5,43-44,10.0,149,0.5,2015,12,74.5
7501,,59108,2015-12-23 20:04:00,Germany,2154,GER2,Male,10.5,43-44,10.0,169,0.0,2015,12,169.0
7502,,59108,2015-12-23 20:04:00,Germany,2232,GER1,Male,9.5,42-43,9.0,159,0.0,2015,12,159.0
7503,,59108,2015-12-23 20:04:00,Germany,2236,GER2,Male,9.5,42-43,9.0,129,0.2,2015,12,103.2
